,title,address,district,latitude,longitude,id
36,fun park,6815 wadi as sarh - Al Wadi Dist.,Al Wadi ,24.7845874838295,46.6952296083986,10100003082
37,"""ha'ir neighborhood national park""",7026 al hair rd - Al Haer Dist.,Al Haer ,24.4215044406697,46.8349996951288,10100003159
38,"""children's park distric","hbilia""",Street': 'as sammak,UnitNumber': Non,atitude': '24.7891592604806,PKAddressID': '1322668703774
39,garnet park,3303 abdulmalik ibn shahwin - Al Aqeeq Dist.,Al Aqeeq ,24.7817201569043,46.6253699556257,10100003107
40,shbiliyah park,4428 muhammad ibn ar rabi - Ishbiliyah Dist.,Ishbiliyah ,24.8035449205655,46.8082112242485,10100003137
41,andmarks park,7198 eastern ring rd - Al Mughrazat Dist.,Al Mughrazat ,24.7622156479326,46.7352396769057,10100003105
42,park,7763 al amir abdul rahman ibn abdul aziz - Al Wizarat Dist.,Al Wizarat ,24.6806346690001,46.7089634080001,10100003045
43,hospital car parking,7624 salah ad din al ayyubi rd - Al Dhubbat Dist.,Al Dhubbat ,24.6790320006998,46.7236019129331,10100003056
44,shbiliyah second park,2549 al jarrani - Ishbiliyah Dist.,Ishbiliyah ,24.7943168063687,46.7896298308166,10100003137
45,olaya park,6657 abi bakr al baqilani - Al Olaya Dist.,Al Olaya ,24.6806691710001,46.6827040920001,10100003075
46,shbiliyah second park,2549 al jarrani - Ishbiliyah Dist.,Ishbiliyah ,24.7943168063687,46.7896298308166,10100003137
47,olaya house parks,6732 al ulaya - Al Olaya Dist.,Al Olaya ,24.685401599,46.6889620430002,10100003075
48,shbiliyah park,4428 muhammad ibn ar rabi - Ishbiliyah Dist.,Ishbiliyah ,24.8035449205655,46.8082112242485,10100003137
49,banon park hotel suites,7054 al khaznzh - Ishbiliyah Dist.,Ishbiliyah ,24.785724104849,46.7809881984791,10100003137
50,park,2927 al qasim ibn at taylasani - Middle Oraija Dist.,Middle Oraija ,24.612647403,46.6375511510001,10100003128
51,parking,7152 zuhair ibn al musayyib - Al Rabwah Dist.,Al Rabwah ,24.6833331440773,46.7761306012337,10100003047
52,park house hotel apartments,6586 al muhandis masaid al anqari - Al Woroud Dist.,Al Woroud ,24.718729303589,46.6804927765673,10100003026
53,parking,7329 al imam abdul aziz ibn muhammad ibn saud - Al Wisham Dist.,Al Wisham ,24.6460096390002,46.6937675200001,10100003114
54,Park,6708 al ataya - Al Rawdah Dist.,Al Rawdah ,24.7334498971482,46.761884084848,10100003088
55,park sands kherarh,3304 al muzahmiyah - Al Rabwah Dist.,Al Rabwah ,24.7017885604374,46.7580210994568,10100003047
56,parking,3300 Talhah Ibn Obaidullah Rd - Al Saadah Dist.,Al Saadah ,24.7001252224481,46.829766985054,10100003036
57,park,3149 abdulaziz hasan al faduli - Al Nafel Dist.,Al Nafel ,24.7731571860959,46.6713118683803,10100003083
58,parking,7437 al ihsa - Al Malaz Dist.,Al Malaz ,24.6736093227967,46.7369765243595,10100003051
59,parking,2590 al marhumah - Qurtubah Dist.,Qurtubah ,24.8071000527942,46.7201095056681,10100003101
60,prince abdulaziz bin mohammed bin ayyaf park,2884 Al Ameer Miqren Bin Abdulaziz - Al Hamra Dist.,Al Hamra ,24.7696298289648,46.7399275213375,10100003129
61,riyadh park,2886 northern ring rd - Al Aqeeq Dist.,Al Aqeeq ,24.7563565826293,46.6300571453062,10100003107
62,parking area,4428 muhammad ibn ar rabi - Ishbiliyah Dist.,Ishbiliyah ,24.8030762825658,46.8074425667958,10100003137
63,Princess Norah University Parking,7808  - King Khalid International Airport,King Khalid International Airpo,24.8451977602966,46.7251361950752,10100003149
64,sabic park,6575 airport branch rd - Qurtubah Dist.,Qurtubah ,24.7956634338588,46.7248554116437,10100003101
65,Parking Lot 9,8010 Al Matar - Imam Muhammed Bin Saud Islamic University,Imam Muhammed Bin Saud Islamic University,24.8194978316777,46.7133684297935,10100003151
66,rawdah park,4031 hafsa bint umar - Al Rawdah Dist.,Al Rawdah ,24.7313724232118,46.7754132289268,10100003088
67,parking area,4428 muhammad ibn ar rabi - Ishbiliyah Dist.,Ishbiliyah ,24.8030762825658,46.8074425667958,10100003137
68,qasim park,2848 Al Zubair Bin Al Awwam - Al Rawabi Dist.,Al Rawabi ,24.6920569601468,46.7815274533076,10100003089
69,samba parking lo,3748 al amir majid ibn abdul aziz - Al Rayan Dist.,Al Rayan ,24.7126864219521,46.7791469349827,10100003090
70,Skypark Riyadh,6441 ash shaikh jabir al ahmad as sabbah - Al Rimal Dist.,Al Rimal ,24.8266539784352,46.7968440068241,10100003153
71,oys land market and parks,8386 king fahd branch road - Al Olaya Dist.,Al Olaya ,24.7096710270001,46.6724154570001,10100003075
72,shuhada park,3808 muhammadali junah - Al Shohda Dist.,Al Shohda ,24.790093888969,46.7400980802162,10100003016
73,sparks academy,8195 ath thumamah rd - Al Rabie Dist.,Al Rabie ,24.7971011235919,46.6516287285372,10100003104
74,shuhada park,4017 abi jaafar al mansur - Al Shohda Dist.,Al Shohda ,24.7910504322933,46.7422538718876,10100003016
75,square park,ast of riyadh,Street': 'al imam abdullah ibn saud ibn abdul aziz rd,UnitNumber': Non,atitude': '24.8171252945251,PKAddressID': '1326130066323
76,sidra park restaurants,3208 al imam abdullah ibn saud ibn abdul aziz rd - Al Shohda Dist.,Al Shohda ,24.7784436587204,46.7344912188115,10100003016
77,chno park,4015 Al Shaikh Abdullah Al Anqari - Al Woroud Dist.,Al Woroud ,24.7262771720169,46.6870264592278,10100003026
